ID,date,home_team,away_team,home_score,away_score,competition,stadium,city,country,neutral,world_cup,winner
239,1913-01-18,Wales,England,0,12,1913 Five Nations Championship,Cardiff Arms Park,Cardiff,Wales,False,False,away_team
240,1913-01-25,England,France,20,0,1913 Five Nations Championship,Twickenham,London,England,False,False,home_team
241,1913-02-01,Scotland,Wales,0,8,1913 Five Nations Championship,Inverleith,Edinburgh,Scotland,False,False,away_team
242,1913-02-09,Ireland,England,4,15,1913 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,away_team
243,1913-02-22,Scotland,Ireland,29,14,1913 Five Nations Championship,Inverleith,Edinburgh,Scotland,False,False,home_team
244,1913-02-27,France,Wales,8,11,1913 Five Nations Championship,Parc des Princes,Paris,France,False,False,away_team
245,1913-03-08,Wales,Ireland,16,13,1913 Five Nations Championship,St Helen's,Swansea,Wales,False,False,home_team
246,1913-03-15,England,Scotland,3,0,1913 Five Nations Championship,Twickenham Stadium,London,England,False,False,home_team
247,1913-03-24,Ireland,France,24,0,1913 Five Nations Championship,Mardyke,Cork,Ireland,False,False,home_team
248,1913-09-06,New Zealand,Australia,30,5,1913 Australia tour of New Zealand,Athletic Park,Wellington,New Zealand,False,False,home_team
249,1913-09-13,New Zealand,Australia,25,13,1913 Australia tour of New Zealand,Carisbrook,Dunedin,New Zealand,False,False,home_team
250,1913-09-20,New Zealand,Australia,5,16,1913 Australia tour of New Zealand,Lancaster Park,Christchurch,New Zealand,False,False,away_team
251,1914-01-01,France,Ireland,6,8,1914 Five Nations Championship,Parc des Princes,Paris,France,False,False,away_team
252,1914-01-17,England,Wales,10,9,1914 Five Nations Championship,Twickenham,London,England,False,False,home_team
253,1914-02-07,Wales,Scotland,24,5,1914 Five Nations Championship,National Stadium,Cardiff,Wales,False,False,home_team
254,1914-02-14,England,Ireland,17,12,1914 Five Nations Championship,Twickenham,London,England,False,False,home_team
255,1914-02-28,Ireland,Scotland,6,0,1914 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,home_team
256,1914-03-02,Wales,France,31,0,1914 Five Nations Championship,St Helen's,Swansea,Wales,False,False,home_team
257,1914-03-14,Ireland,Wales,3,11,1914 Five Nations Championship,Balmoral Showgrounds,Balmoral,Ireland,False,False,away_team
258,1914-03-21,Scotland,England,15,16,1914 Five Nations Championship,Inverleith,Edinburgh,Scotland,False,False,away_team
259,1914-04-13,France,England,13,39,1914 Five Nations Championship,Stade Yves-du-Manoir,Colombes,France,False,False,away_team
260,1914-07-18,Australia,New Zealand,0,5,1914 New Zealand tour of Australia,Sydney Sports Ground,Sydney,Australia,False,False,away_team
261,1914-08-01,Australia,New Zealand,0,17,1914 New Zealand tour of Australia,Brisbane Cricket Ground,Brisbane,Australia,False,False,away_team
262,1914-08-15,Australia,New Zealand,7,22,1914 New Zealand tour of Australia,Sydney Sports Ground,Sydney,Australia,False,False,away_team
263,1920-01-01,France,Scotland,0,5,1920 Five Nations Championship,Parc des Princes,Paris,France,False,False,away_team
264,1920-01-17,Wales,England,19,5,1920 Five Nations Championship,St Helen's,Swansea,Wales,False,False,home_team
265,1920-01-31,England,France,8,3,1920 Five Nations Championship,Twickenham,London,England,False,False,home_team
266,1920-02-07,Scotland,Wales,9,5,1920 Five Nations Championship,Inverleith,Edinburgh,Scotland,False,False,home_team
267,1920-02-14,Ireland,England,11,14,1920 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,away_team
268,1920-02-17,France,Wales,5,6,1920 Five Nations Championship,Stade Colombes,Paris,France,False,False,away_team
269,1920-02-28,Scotland,Ireland,19,0,1920 Five Nations Championship,Inverleith,Edinburgh,Scotland,False,False,home_team
270,1920-03-13,Wales,Ireland,28,4,1920 Five Nations Championship,National Stadium,Cardiff,Wales,False,False,home_team
271,1920-03-20,England,Scotland,13,4,1920 Five Nations Championship,Twickenham Stadium,London,England,False,False,home_team
272,1920-04-03,Ireland,France,7,15,1920 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,away_team
273,1921-01-15,England,Wales,18,3,1921 Five Nations Championship,Twickenham,London,England,False,False,home_team
274,1921-01-22,Scotland,France,0,3,1921 Five Nations Championship,Inverleith,Edinburgh,Scotland,False,False,away_team
275,1921-02-05,Wales,Scotland,8,14,1921 Five Nations Championship,St Helen's,Swansea,Wales,False,False,away_team
276,1921-02-12,England,Ireland,15,0,1921 Five Nations Championship,Twickenham,London,England,False,False,home_team
277,1921-02-26,Ireland,Scotland,9,8,1921 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,home_team
278,1921-02-26,Wales,France,12,4,1921 Five Nations Championship,National Stadium,Cardiff,Wales,False,False,home_team
279,1921-03-12,Ireland,Wales,0,6,1921 Five Nations Championship,Balmoral Showgrounds,Balmoral,Ireland,False,False,away_team
280,1921-03-19,Scotland,England,0,18,1921 Five Nations Championship,Inverleith,Edinburgh,Scotland,False,False,away_team
281,1921-03-28,France,England,6,10,1921 Five Nations Championship,Stade Yves-du-Manoir,Colombes,France,False,False,away_team
282,1921-04-09,France,Ireland,20,10,1921 Five Nations Championship,Colombes,Paris,France,False,False,home_team
283,1921-08-13,New Zealand,South Africa,13,5,1921 South Africa tour,Carisbrook,Dunedin,New Zealand,False,False,home_team
284,1921-08-27,New Zealand,South Africa,5,9,1921 South Africa tour,Eden Park,Auckland,New Zealand,False,False,away_team
285,1921-09-17,New Zealand,South Africa,0,0,1921 South Africa tour,Athletic Park,Wellington,New Zealand,False,False,
286,1922-01-02,France,Scotland,3,3,1922 Five Nations Championship,Stade Yves-du-Manoir,Colombes,France,False,False,
287,1922-01-21,Wales,England,28,6,1922 Five Nations Championship,Cardiff Arms Park,Cardiff,Wales,False,False,home_team
288,1922-02-04,Scotland,Wales,9,9,1922 Five Nations Championship,Inverleith,Edinburgh,Scotland,False,False,
289,1922-02-11,Ireland,England,3,12,1922 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,away_team
290,1922-02-25,England,France,11,11,1922 Five Nations Championship,Twickenham,London,England,False,False,
291,1922-02-25,Scotland,Ireland,6,3,1922 Five Nations Championship,Inverleith,Edinburgh,Scotland,False,False,home_team
292,1922-03-11,Wales,Ireland,11,5,1922 Five Nations Championship,St Helen's,Swansea,Wales,False,False,home_team
293,1922-03-18,England,Scotland,11,5,1922 Five Nations Championship,Twickenham Stadium,London,England,False,False,home_team
294,1922-03-23,France,Wales,3,11,1922 Five Nations Championship,Stade Colombes,Paris,France,False,False,away_team
295,1922-04-08,Ireland,France,8,3,1922 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,home_team
296,1923-01-20,Scotland,France,16,3,1923 Five Nations Championship,Inverleith,Edinburgh,Scotland,False,False,home_team
297,1923-01-20,England,Wales,7,3,1923 Five Nations Championship,Twickenham,London,England,False,False,home_team
298,1923-02-03,Wales,Scotland,8,11,1923 Five Nations Championship,National Stadium,Cardiff,Wales,False,False,away_team
299,1923-02-10,England,Ireland,23,5,1923 Five Nations Championship,Welford Road,Leicester,England,False,False,home_team
300,1923-02-24,Ireland,Scotland,3,13,1923 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,away_team
301,1923-02-24,Wales,France,16,8,1923 Five Nations Championship,St Helen's,Swansea,Wales,False,False,home_team
302,1923-03-10,Ireland,Wales,5,4,1923 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,home_team
303,1923-03-17,Scotland,England,6,8,1923 Five Nations Championship,Inverleith,Edinburgh,Scotland,False,False,away_team
304,1923-04-02,France,England,3,12,1923 Five Nations Championship,Stade Yves-du-Manoir,Colombes,France,False,False,away_team
305,1923-04-14,France,Ireland,14,8,1923 Five Nations Championship,Colombes,Paris,France,False,False,home_team
306,1924-01-01,France,Scotland,12,10,1924 Five Nations Championship,Stade Pershing,Vincennes,France,False,False,home_team
307,1924-01-19,Wales,England,9,17,1924 Five Nations Championship,St Helen's,Swansea,Wales,False,False,away_team
308,1924-01-26,Ireland,France,6,0,1924 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,home_team
309,1924-02-02,Scotland,Wales,35,10,1924 Five Nations Championship,Inverleith,Edinburgh,Scotland,False,False,home_team
310,1924-02-09,Ireland,England,3,14,1924 Five Nations Championship,Ravenhill,Belfast,Ireland,False,False,away_team
311,1924-02-23,England,France,19,7,1924 Five Nations Championship,Twickenham,London,England,False,False,home_team
312,1924-02-23,Scotland,Ireland,13,8,1924 Five Nations Championship,Inverleith,Edinburgh,Scotland,False,False,home_team
313,1924-03-08,Wales,Ireland,10,13,1924 Five Nations Championship,National Stadium,Cardiff,Wales,False,False,away_team
314,1924-03-15,England,Scotland,19,0,1924 Five Nations Championship,Twickenham Stadium,London,England,False,False,home_team
315,1924-03-27,France,Wales,6,10,1924 Five Nations Championship,Stade Colombes,Paris,France,False,False,away_team
316,1924-11-01,Ireland,New Zealand,0,6,"1924–25 New Zealand rugby union tour of Britain, Ireland and France",Lansdowne Road,Dublin,Ireland,False,False,away_team
317,1924-11-29,Wales,New Zealand,0,19,"1924–25 New Zealand tour of France, Great Britain and Ireland",St Helen's,Swansea,Wales,False,False,away_team
318,1925-01-01,France,Ireland,3,9,1925 Five Nations Championship,Colombes,Paris,France,False,False,away_team
319,1925-01-03,England,New Zealand,11,17,"1924–25 New Zealand rugby union tour of Britain, Ireland and France",Twickenham,London,England,False,False,away_team
320,1925-01-17,England,Wales,12,6,1925 Five Nations Championship,Twickenham,London,England,False,False,home_team
321,1925-01-18,France,New Zealand,6,30,1924–25 New Zealand tour,Stade des Ponts Jumeaux,Toulouse,France,False,False,away_team
322,1925-02-07,Wales,Scotland,14,24,1925 Five Nations Championship,St Helen's,Swansea,Wales,False,False,away_team
323,1925-02-14,England,Ireland,6,6,1925 Five Nations Championship,Twickenham,London,England,False,False,
324,1925-02-21,Scotland,France,25,4,1925 Five Nations Championship,Inverleith,Edinburgh,Scotland,False,False,home_team
325,1925-02-28,Wales,France,11,5,1925 Five Nations Championship,National Stadium,Cardiff,Wales,False,False,home_team
326,1925-02-28,Ireland,Scotland,8,14,1925 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,away_team
327,1925-03-14,Ireland,Wales,19,3,1925 Five Nations Championship,Ravenhill,Belfast,Ireland,False,False,home_team
328,1925-03-21,Scotland,England,14,11,1925 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,home_team
329,1925-04-13,France,England,11,13,1925 Five Nations Championship,Stade Yves-du-Manoir,Colombes,France,False,False,away_team
330,1926-01-01,Ireland,France,11,0,1926 Five Nations Championship,Ravenhill Stadium,Belfast,Ireland,False,False,home_team
331,1926-01-02,France,Scotland,6,20,1926 Five Nations Championship,Stade Yves-du-Manoir,Colombes,France,False,False,away_team
332,1926-01-16,Wales,England,3,3,1926 Five Nations Championship,Cardiff Arms Park,Cardiff,Wales,False,False,
333,1926-02-06,Scotland,Wales,8,5,1926 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,home_team
334,1926-02-13,Ireland,England,19,15,1926 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,home_team
335,1926-02-27,England,France,11,0,1926 Five Nations Championship,Twickenham,London,England,False,False,home_team
336,1926-02-27,Scotland,Ireland,0,3,1926 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,away_team
337,1926-03-13,Wales,Ireland,11,8,1926 Five Nations Championship,St Helen's,Swansea,Wales,False,False,home_team
338,1926-03-20,England,Scotland,9,17,1926 Five Nations Championship,Twickenham Stadium,London,England,False,False,away_team
339,1926-04-05,France,Wales,5,7,1926 Five Nations Championship,Stade Colombes,Paris,France,False,False,away_team
340,1927-01-01,France,Ireland,3,8,1927 Five Nations Championship,Colombes,Paris,France,False,False,away_team
341,1927-01-15,England,Wales,11,9,1927 Five Nations Championship,Twickenham,London,England,False,False,home_team
342,1927-01-22,Scotland,France,23,6,1927 Five Nations Championship,Murrayfield,Edinburgh,Scotland,False,False,home_team
343,1927-02-05,Wales,Scotland,0,5,1927 Five Nations Championship,National Stadium,Cardiff,Wales,False,False,away_team
344,1927-02-12,England,Ireland,8,6,1927 Five Nations Championship,Twickenham,London,England,False,False,home_team
345,1927-02-26,Ireland,Scotland,6,0,1927 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,home_team
346,1927-02-26,Wales,France,25,7,1927 Five Nations Championship,St Helen's,Swansea,Wales,False,False,home_team
347,1927-03-12,Ireland,Wales,19,9,1927 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,home_team
348,1927-03-19,Scotland,England,21,13,1927 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,home_team
349,1927-04-02,France,England,3,0,1927 Five Nations Championship,Stade Yves-du-Manoir,Colombes,France,False,False,home_team
350,1927-11-12,Ireland,Australia,3,5,"1927–28 Waratahs tour of the British Isles, France and Canada",Lansdowne Road,Dublin,Ireland,False,False,away_team
351,1927-11-26,Wales,Australia,8,18,1927–28 Waratahs tour of Europe and North America,National Stadium,Cardiff,Wales,False,False,away_team
352,1927-12-17,Scotland,Australia,10,8,"1927–28 New South Wales tour of Great Britain, Ireland and France",Murrayfield Stadium,Edinburgh,Scotland,False,False,home_team
353,1928-01-02,France,Scotland,6,15,1928 Five Nations Championship,Stade Yves-du-Manoir,Colombes,France,False,False,away_team
354,1928-01-07,England,Australia,18,11,"1927–28 New South Wales tour of Great Britain, Ireland and France",Twickenham Stadium,London,England,False,False,home_team
355,1928-01-21,Wales,England,8,10,1928 Five Nations Championship,St Helen's,Swansea,Wales,False,False,away_team
356,1928-01-22,France,Australia,8,11,"1927–28 New South Wales tour of Great Britain, Ireland and France",Stade Yves-du-Manoir,Colombes,France,False,False,away_team
357,1928-01-28,Ireland,France,12,8,1928 Five Nations Championship,Ravenhill Stadium,Belfast,Ireland,False,False,home_team
358,1928-02-04,Scotland,Wales,0,13,1928 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,away_team
359,1928-02-11,Ireland,England,6,7,1928 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,away_team
360,1928-02-25,Scotland,Ireland,5,13,1928 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,away_team
361,1928-02-25,England,France,18,8,1928 Five Nations Championship,Twickenham,London,England,False,False,home_team
362,1928-03-10,Wales,Ireland,10,13,1928 Five Nations Championship,National Stadium,Cardiff,Wales,False,False,away_team
363,1928-03-17,England,Scotland,6,0,1928 Five Nations Championship,Twickenham Stadium,London,England,False,False,home_team
364,1928-04-09,France,Wales,8,3,1928 Five Nations Championship,Stade Colombes,Paris,France,False,False,home_team
365,1928-06-30,South Africa,New Zealand,17,0,1928 New Zealand tour,Kingsmead,Durban,South Africa,False,False,home_team
366,1928-07-21,South Africa,New Zealand,6,7,1928 New Zealand tour,Ellis Park,Johannesburg,South Africa,False,False,away_team
367,1928-08-18,South Africa,New Zealand,11,6,1928 New Zealand tour,Crusaders Ground,Port Elizabeth,South Africa,False,False,home_team
368,1928-09-01,South Africa,New Zealand,5,13,1928 New Zealand tour,Newlands,Cape Town,South Africa,False,False,away_team
369,1928-12-31,France,Ireland,0,6,1929 Five Nations Championship,Colombes,Paris,France,False,False,away_team
370,1929-01-19,England,Wales,8,3,1929 Five Nations Championship,Twickenham,London,England,False,False,home_team
371,1929-01-19,Scotland,France,6,3,1929 Five Nations Championship,Murrayfield,Edinburgh,Scotland,False,False,home_team
372,1929-02-02,Wales,Scotland,14,7,1929 Five Nations Championship,St Helen's,Swansea,Wales,False,False,home_team
373,1929-02-09,England,Ireland,5,6,1929 Five Nations Championship,Twickenham,London,England,False,False,away_team
374,1929-02-23,Wales,France,8,3,1929 Five Nations Championship,National Stadium,Cardiff,Wales,False,False,home_team
